"CommandID","ParameterName","ParameterType","IsRequired","Description"
"43","OutVariable","String","0","No description available."
"43","OutBuffer","Int32","0","No description available."
"43","PipelineVariable","String","0","No description available."
"44","Service","ServiceController","1","Specify the service object to retrieve the startup mode for."
"44","Verbose","SwitchParameter","0","No description available."
"44","Debug","SwitchParameter","0","No description available."
"44","ErrorAction","ActionPreference","0","No description available."
"44","WarningAction","ActionPreference","0","No description available."
"44","InformationAction","ActionPreference","0","No description available."
"44","ErrorVariable","String","0","No description available."
"44","WarningVariable","String","0","No description available."
"44","InformationVariable","String","0","No description available."
"44","OutVariable","String","0","No description available."
"44","OutBuffer","Int32","0","No description available."
"44","PipelineVariable","String","0","No description available."
"45","Verbose","SwitchParameter","0","No description available."
"45","Debug","SwitchParameter","0","No description available."
"45","ErrorAction","ActionPreference","0","No description available."
"45","WarningAction","ActionPreference","0","No description available."
"45","InformationAction","ActionPreference","0","No description available."
"45","ErrorVariable","String","0","No description available."
"45","WarningVariable","String","0","No description available."
"45","InformationVariable","String","0","No description available."
"45","OutVariable","String","0","No description available."
"45","OutBuffer","Int32","0","No description available."
"45","PipelineVariable","String","0","No description available."
"46","LiteralPath","String","1","Path to the shortcut to get information from."
"46","Verbose","SwitchParameter","0","No description available."
"46","Debug","SwitchParameter","0","No description available."
"46","ErrorAction","ActionPreference","0","No description available."
"46","WarningAction","ActionPreference","0","No description available."
"46","InformationAction","ActionPreference","0","No description available."
"46","ErrorVariable","String","0","No description available."
"46","WarningVariable","String","0","No description available."
"46","InformationVariable","String","0","No description available."
"46","OutVariable","String","0","No description available."
"46","OutBuffer","Int32","0","No description available."
"46","PipelineVariable","String","0","No description available."
"47","Verbose","SwitchParameter","0","No description available."
"47","Debug","SwitchParameter","0","No description available."
"47","ErrorAction","ActionPreference","0","No description available."
"47","WarningAction","ActionPreference","0","No description available."
"47","InformationAction","ActionPreference","0","No description available."
"47","ErrorVariable","String","0","No description available."
"47","WarningVariable","String","0","No description available."
"47","InformationVariable","String","0","No description available."
"47","OutVariable","String","0","No description available."
"47","OutBuffer","Int32","0","No description available."
"47","PipelineVariable","String","0","No description available."
"48","DateTime","String","0","Specify the DateTime in the current culture."
"48","Verbose","SwitchParameter","0","No description available."
"48","Debug","SwitchParameter","0","No description available."
"48","ErrorAction","ActionPreference","0","No description available."
"48","WarningAction","ActionPreference","0","No description available."
"48","InformationAction","ActionPreference","0","No description available."
"48","ErrorVariable","String","0","No description available."
"48","WarningVariable","String","0","No description available."
"48","InformationVariable","String","0","No description available."
"48","OutVariable","String","0","No description available."
"48","OutBuffer","Int32","0","No description available."
"48","PipelineVariable","String","0","No description available."
"49","Verbose","SwitchParameter","0","No description available."
"49","Debug","SwitchParameter","0","No description available."
"49","ErrorAction","ActionPreference","0","No description available."
"49","WarningAction","ActionPreference","0","No description available."
"49","InformationAction","ActionPreference","0","No description available."
"49","ErrorVariable","String","0","No description available."
"49","WarningVariable","String","0","No description available."
"49","InformationVariable","String","0","No description available."
"49","OutVariable","String","0","No description available."
"49","OutBuffer","Int32","0","No description available."
"49","PipelineVariable","String","0","No description available."
"50","FilterScript","ScriptBlock","1","Allows filtration of the returned result by any property in a UserProfile object."
"50","ExcludeNTAccount","NTAccount[]","0","Specify NT account names in DOMAIN\username format to exclude from the list of user profiles."
"50","IncludeSystemProfiles","SwitchParameter","0","Include system profiles: SYSTEM, LOCAL SERVICE, NETWORK SERVICE."
"50","IncludeServiceProfiles","SwitchParameter","0","Include service (NT SERVICE) profiles."
"50","IncludeIISAppPoolProfiles","SwitchParameter","0","Include IIS AppPool profiles. Excluded by default as they don't parse well."
"50","ExcludeDefaultUser","SwitchParameter","0","Exclude the Default User."
"50","LoadProfilePaths","SwitchParameter","0","Load additional profile paths for each user profile."
"50","Verbose","SwitchParameter","0","No description available."
"50","Debug","SwitchParameter","0","No description available."
"50","ErrorAction","ActionPreference","0","No description available."
"50","WarningAction","ActionPreference","0","No description available."
"50","InformationAction","ActionPreference","0","No description available."
"50","ErrorVariable","String","0","No description available."
"50","WarningVariable","String","0","No description available."
"50","InformationVariable","String","0","No description available."
"50","OutVariable","String","0","No description available."
"50","OutBuffer","Int32","0","No description available."
"50","PipelineVariable","String","0","No description available."
"51","WindowTitle","String[]","0","One or more titles of the application window to search for using regex matching."
"51","WindowHandle","IntPtr[]","0","One or more window handles of the application window to search for."
"51","ParentProcess","String[]","0","One or more process names of the application window to search for."
"51","Verbose","SwitchParameter","0","No description available."
"51","Debug","SwitchParameter","0","No description available."
"51","ErrorAction","ActionPreference","0","No description available."
"51","WarningAction","ActionPreference","0","No description available."
"51","InformationAction","ActionPreference","0","No description available."
"51","ErrorVariable","String","0","No description available."
"51","WarningVariable","String","0","No description available."
"51","InformationVariable","String","0","No description available."
"51","OutVariable","String","0","No description available."
"51","OutBuffer","Int32","0","No description available."
"51","PipelineVariable","String","0","No description available."
"52","Cmdlet","PSCmdlet","1","The cmdlet that is being initialized."
"52","SessionState","SessionState","0","The session state of the cmdlet."
"52","Verbose","SwitchParameter","0","No description available."
"52","Debug","SwitchParameter","0","No description available."
"52","ErrorAction","ActionPreference","0","No description available."
"52","WarningAction","ActionPreference","0","No description available."
"52","InformationAction","ActionPreference","0","No description available."
"52","ErrorVariable","String","0","No description available."
"52","WarningVariable","String","0","No description available."
"52","InformationVariable","String","0","No description available."
"52","OutVariable","String","0","No description available."
"52","OutBuffer","Int32","0","No description available."
"52","PipelineVariable","String","0","No description available."
"53","ScriptDirectory","String[]","0","An override directory to use for config and string loading."
"53","AdditionalEnvironmentVariables","IDictionary","0","A dictionary of key/value pairs to inject into the generated environment table."
"53","Verbose","SwitchParameter","0","No description available."
"53","Debug","SwitchParameter","0","No description available."
"53","ErrorAction","ActionPreference","0","No description available."
"53","WarningAction","ActionPreference","0","No description available."
"53","InformationAction","ActionPreference","0","No description available."
"53","ErrorVariable","String","0","No description available."
"53","WarningVariable","String","0","No description available."
"53","InformationVariable","String","0","No description available."
"53","OutVariable","String","0","No description available."
"53","OutBuffer","Int32","0","No description available."
"53","PipelineVariable","String","0","No description available."
"54","Directory","String","1","Directory containing the updates."
"54","Verbose","SwitchParameter","0","No description available."
"54","Debug","SwitchParameter","0","No description available."
"54","ErrorAction","ActionPreference","0","No description available."
"54","WarningAction","ActionPreference","0","No description available."
"54","InformationAction","ActionPreference","0","No description available."
"54","ErrorVariable","String","0","No description available."
"54","WarningVariable","String","0","No description available."
"54","InformationVariable","String","0","No description available."
"54","OutVariable","String","0","No description available."
"54","OutBuffer","Int32","0","No description available."
"54","PipelineVariable","String","0","No description available."
"55","SoftwareUpdatesScanWaitInSeconds","Nullable`1","0","The amount of time to wait in seconds for the software updates scan to complete."
"55","WaitForPendingUpdatesTimeout","TimeSpan","0","The amount of time to wait for missing and pending updates to install before exiting the function."
"55","Verbose","SwitchParameter","0","No description available."
"55","Debug","SwitchParameter","0","No description available."
"55","ErrorAction","ActionPreference","0","No description available."
"55","WarningAction","ActionPreference","0","No description available."
"55","InformationAction","ActionPreference","0","No description available."
"55","ErrorVariable","String","0","No description available."
"55","WarningVariable","String","0","No description available."
"55","InformationVariable","String","0","No description available."
"55","OutVariable","String","0","No description available."
"55","OutBuffer","Int32","0","No description available."
"55","PipelineVariable","String","0","No description available."
"56","ScriptBlock","ScriptBlock[]","1","Script block which contains HKCU registry actions to be run for all users on the system."
"56","UserProfiles","UserProfile[]","0","Specify the user profiles to modify HKCU registry settings for. Default is all user profiles except for system profiles."
"56","SkipUnloadedProfiles","SwitchParameter","0","Specifies that unloaded registry hives should be skipped and not be loaded by the function."
"56","Verbose","SwitchParameter","0","No description available."
"56","Debug","SwitchParameter","0","No description available."
"56","ErrorAction","ActionPreference","0","No description available."
"56","WarningAction","ActionPreference","0","No description available."
"56","InformationAction","ActionPreference","0","No description available."
"56","ErrorVariable","String","0","No description available."
"56","WarningVariable","String","0","No description available."
"56","InformationVariable","String","0","No description available."
"56","OutVariable","String","0","No description available."
"56","OutBuffer","Int32","0","No description available."
"56","PipelineVariable","String","0","No description available."
"57","Command","Object","1","The name of the command to invoke."
"57","Retries","Nullable`1","0","How many retries to perform before throwing."
"57","SleepDuration","TimeSpan","0","How long to sleep between retries."
"57","MaximumElapsedTime","TimeSpan","0","The maximum elapsed time allowed to passed while attempting retries. If the maximum elapsted time has passed and there are still attempts remaining   they will be disgarded.    If this parameter is supplied and the `-Retries` parameter isn't, this command will continue to retry the provided command until the time limit runs   out."
"57","SleepSeconds","UInt32","0","This parameter is obsolete and will be removed in PSAppDeployToolkit 4.2.0. Please use `-SleepDuration` instead."
"57","Parameters","IReadOnlyList`1","0","A 'ValueFromRemainingArguments' parameter to collect the parameters as would be passed to the provided Command.    While values can be directly provided to this parameter, it's not designed to be explicitly called."
"57","Verbose","SwitchParameter","0","No description available."
"57","Debug","SwitchParameter","0","No description available."
"57","ErrorAction","ActionPreference","0","No description available."
"57","WarningAction","ActionPreference","0","No description available."
"57","InformationAction","ActionPreference","0","No description available."
"57","ErrorVariable","String","0","No description available."
"57","WarningVariable","String","0","No description available."
"57","InformationVariable","String","0","No description available."
"57","OutVariable","String","0","No description available."
"57","OutBuffer","Int32","0","No description available."
"57","PipelineVariable","String","0","No description available."
"58","Cmdlet","PSCmdlet","1","The cmdlet that is calling this function."
"58","SessionState","SessionState","1","The session state of the calling cmdlet."
"58","ErrorRecord","ErrorRecord","1","The error record to handle."
"58","LogMessage","String","0","The error message to write to the active ADTSession's log file."
"58","ResolveErrorProperties","String[]","1","If specified, the specific ErrorRecord properties to print during resolution."
"58","AdditionalResolveErrorProperties","String[]","1","If specified, a list of additional ErrorRecord properties to print during resolution."
"58","DisableErrorResolving","SwitchParameter","1","If specified, the function will not append the resolved error record to the log message."
"58","Silent","SwitchParameter","1","If specified, doesn't write anything to the log and just handles the ErrorRecord itself."
"58","Verbose","SwitchParameter","0","No description available."
"58","Debug","SwitchParameter","0","No description available."
"58","ErrorAction","ActionPreference","0","No description available."
"58","WarningAction","ActionPreference","0","No description available."
"58","InformationAction","ActionPreference","0","No description available."
"58","ErrorVariable","String","0","No description available."
"58","WarningVariable","String","0","No description available."
"58","InformationVariable","String","0","No description available."
"58","OutVariable","String","0","No description available."
"58","OutBuffer","Int32","0","No description available."
"58","PipelineVariable","String","0","No description available."
"59","InputObject","Object","1","Specifies an object which has methods that can be invoked."
"59","MethodName","String","1","Specifies the name of a method to invoke."
"59","ArgumentList","Object[]","0","Argument to pass to the method being executed. Allows execution of method without specifying named parameters."
"59","Parameter","Hashtable","1","Argument to pass to the method being executed. Allows execution of method by using named parameters."
"59","Verbose","SwitchParameter","0","No description available."
"59","Debug","SwitchParameter","0","No description available."
"59","ErrorAction","ActionPreference","0","No description available."
"59","WarningAction","ActionPreference","0","No description available."
"59","InformationAction","ActionPreference","0","No description available."
"59","ErrorVariable","String","0","No description available."
"59","WarningVariable","String","0","No description available."
"59","InformationVariable","String","0","No description available."
"59","OutVariable","String","0","No description available."
"59","OutBuffer","Int32","0","No description available."
"59","PipelineVariable","String","0","No description available."
"60","FilePath","String","1","Path to the DLL file."
"60","Action","String","1","Specify whether to register or unregister the DLL."
"60","Verbose","SwitchParameter","0","No description available."
"60","Debug","SwitchParameter","0","No description available."
"60","ErrorAction","ActionPreference","0","No description available."
"60","WarningAction","ActionPreference","0","No description available."
"60","InformationAction","ActionPreference","0","No description available."
"60","ErrorVariable","String","0","No description available."
"60","WarningVariable","String","0","No description available."
"60","InformationVariable","String","0","No description available."
"60","OutVariable","String","0","No description available."
"60","OutBuffer","Int32","0","No description available."
"60","PipelineVariable","String","0","No description available."
"61","ScheduleId","TriggerScheduleId","1","Name of the Schedule Id to trigger."
"61","Verbose","SwitchParameter","0","No description available."
"61","Debug","SwitchParameter","0","No description available."
"61","ErrorAction","ActionPreference","0","No description available."
"61","WarningAction","ActionPreference","0","No description available."
"61","InformationAction","ActionPreference","0","No description available."
"61","ErrorVariable","String","0","No description available."
"61","WarningVariable","String","0","No description available."
"61","InformationVariable","String","0","No description available."
"61","OutVariable","String","0","No description available."
"61","OutBuffer","Int32","0","No description available."
"61","PipelineVariable","String","0","No description available."
"62","ImagePath","FileInfo","1","Path to the WIM file to be mounted."
"62","Path","DirectoryInfo","1","Directory where the WIM file will be mounted. The directory either must not exist, or must be empty and not have a pre-existing WIM mounted."
"62","Index","Nullable`1","1","Index of the image within the WIM file to be mounted."
"62","Name","String","1","Name of the image within the WIM file to be mounted."
"62","Force","SwitchParameter","0","Forces the removal of the existing directory if it is not empty."
"62","PassThru","SwitchParameter","0","If specified, the function will return the results from `Mount-WindowsImage`."
"62","Verbose","SwitchParameter","0","No description available."
"62","Debug","SwitchParameter","0","No description available."
"62","ErrorAction","ActionPreference","0","No description available."
"62","WarningAction","ActionPreference","0","No description available."
"62","InformationAction","ActionPreference","0","No description available."
"62","ErrorVariable","String","0","No description available."
"62","WarningVariable","String","0","No description available."
"62","InformationVariable","String","0","No description available."
"62","OutVariable","String","0","No description available."
"62","OutBuffer","Int32","0","No description available."
"62","PipelineVariable","String","0","No description available."
"63","Exception","Exception","1","The exception object that caused the error."
"63","Category","ErrorCategory","1","The category of the error."
"63","ErrorId","String","0","The identifier for the error. Default is 'NotSpecified'."
"63","TargetObject","Object","0","The target object that the error is related to."
"63","TargetName","String","0","The name of the target that the error is related to."
"63","TargetType","String","0","The type of the target that the error is related to."
"63","Activity","String","0","The activity that was being performed when the error occurred."
"63","Reason","String","0","The reason for the error."
"63","RecommendedAction","String","0","The recommended action to resolve the error."
"63","Verbose","SwitchParameter","0","No description available."
"63","Debug","SwitchParameter","0","No description available."
"63","ErrorAction","ActionPreference","0","No description available."
"63","WarningAction","ActionPreference","0","No description available."
"63","InformationAction","ActionPreference","0","No description available."
"63","ErrorVariable","String","0","No description available."
"63","WarningVariable","String","0","No description available."
"63","InformationVariable","String","0","No description available."
"63","OutVariable","String","0","No description available."
"63","OutBuffer","Int32","0","No description available."
"63","PipelineVariable","String","0","No description available."
"64","LiteralPath","String","1","Path to the new folder to create."
"64","Verbose","SwitchParameter","0","No description available."
"64","Debug","SwitchParameter","0","No description available."
"64","ErrorAction","ActionPreference","0","No description available."
"64","WarningAction","ActionPreference","0","No description available."
"64","InformationAction","ActionPreference","0","No description available."
"64","ErrorVariable","String","0","No description available."
"64","WarningVariable","String","0","No description available."
"64","InformationVariable","String","0","No description available."
"64","OutVariable","String","0","No description available."
"64","OutBuffer","Int32","0","No description available."
"64","PipelineVariable","String","0","No description available."
"65","MsiPath","String","1","Specify the path to an MSI file."
"65","ApplyTransformPath","String","0","Specify the path to a transform which should be applied to the MSI database before any new properties are created or modified."
"65","NewTransformPath","String","0","Specify the path where the new transform file with the desired properties will be created. If a transform file of the same name already exists, it will   be deleted before a new one is created."
"65","TransformProperties","Hashtable","1","Hashtable which contains calls to `Set-ADTMsiProperty` for configuring the desired properties which should be included in the new transform file.    Example hashtable: `@{ ALLUSERS = 1 }`"
"65","Verbose","SwitchParameter","0","No description available."
"65","Debug","SwitchParameter","0","No description available."
"65","ErrorAction","ActionPreference","0","No description available."
"65","WarningAction","ActionPreference","0","No description available."
"65","InformationAction","ActionPreference","0","No description available."
"65","ErrorVariable","String","0","No description available."
"65","WarningVariable","String","0","No description available."
"65","InformationVariable","String","0","No description available."
"65","OutVariable","String","0","No description available."
"65","OutBuffer","Int32","0","No description available."
"65","PipelineVariable","String","0","No description available."
"66","LiteralPath","String","1","Path to save the shortcut."
"66","TargetPath","String","1","Target path or URL that the shortcut launches."
"66","Arguments","String","0","Arguments to be passed to the target path."
"66","IconLocation","String","0","Location of the icon used for the shortcut."
"66","IconIndex","Nullable`1","0","The index of the icon. Executables, DLLs, ICO files with multiple icons need the icon index to be specified. This parameter is an Integer. The first   index is 0."
"66","Description","String","0","Description of the shortcut."
"66","WorkingDirectory","String","0","Working Directory to be used for the target path."
"66","WindowStyle","String","0","Windows style of the application. Options: Normal, Maximized, Minimized."
"66","RunAsAdmin","SwitchParameter","0","Set shortcut to run program as administrator. This option will prompt user to elevate when executing shortcut."
"66","Hotkey","String","0","Create a Hotkey to launch the shortcut, e.g. ""CTRL+SHIFT+F""."
"66","Verbose","SwitchParameter","0","No description available."
"66","Debug","SwitchParameter","0","No description available."
"66","ErrorAction","ActionPreference","0","No description available."
"66","WarningAction","ActionPreference","0","No description available."
"66","InformationAction","ActionPreference","0","No description available."
"66","ErrorVariable","String","0","No description available."
"66","WarningVariable","String","0","No description available."
"66","InformationVariable","String","0","No description available."
"66","OutVariable","String","0","No description available."
"66","OutBuffer","Int32","0","No description available."
"66","PipelineVariable","String","0","No description available."
"67","Destination","String","0","Path where the new folder should be created. Default is the current working directory."
"67","Name","String","0","Name of the newly created folder. Default is PSAppDeployToolkit_Version."
"67","Version","Int32","0","Defaults to 4 for the standard v4 template. Use 3 for the v3 compatibility mode template."
"67","Show","SwitchParameter","0","Opens the newly created folder in Windows Explorer."
"67","Force","SwitchParameter","0","If the destination folder already exists, this switch will force the creation of the new folder."
"67","PassThru","SwitchParameter","0","Returns the newly created folder object."
"67","Verbose","SwitchParameter","0","No description available."
"67","Debug","SwitchParameter","0","No description available."
"67","ErrorAction","ActionPreference","0","No description available."
"67","WarningAction","ActionPreference","0","No description available."
"67","InformationAction","ActionPreference","0","No description available."
"67","ErrorVariable","String","0","No description available."
"67","WarningVariable","String","0","No description available."
"67","InformationVariable","String","0","No description available."
"67","OutVariable","String","0","No description available."
"67","OutBuffer","Int32","0","No description available."
"67","PipelineVariable","String","0","No description available."
"68","ParameterName","String","1","The name of the parameter that caused the validation error."
"68","ProvidedValue","Object","1","The value provided for the parameter that caused the validation error."
"68","ExceptionMessage","String","1","The message describing the validation error."
"68","InnerException","Exception","0","An optional inner exception that provides more details about the validation error."
"68","Verbose","SwitchParameter","0","No description available."
"68","Debug","SwitchParameter","0","No description available."
"68","ErrorAction","ActionPreference","0","No description available."
"68","WarningAction","ActionPreference","0","No description available."
"68","InformationAction","ActionPreference","0","No description available."
"68","ErrorVariable","String","0","No description available."
"68","WarningVariable","String","0","No description available."
"68","InformationVariable","String","0","No description available."
"68","OutVariable","String","0","No description available."
"68","OutBuffer","Int32","0","No description available."
"68","PipelineVariable","String","0","No description available."
"69","Path","String[]","1","One or more paths to compress. Supports wildcards."
"69","LiteralPath","String[]","1","One or more literal paths to compress."
"69","DestinationPath","String","1","The file path for where the zip file should be created."
"69","CompressionLevel","String","0","The level of compression to apply to the zip file."
"69","Update","SwitchParameter","0","Specifies whether to update an existing zip file or not."
"69","Force","SwitchParameter","0","Specifies whether an existing zip file should be overwritten."
"69","RemoveSourceAfterArchiving","SwitchParameter","0","Remove the source path after successfully archiving the content."
"69","Verbose","SwitchParameter","0","No description available."
"69","Debug","SwitchParameter","0","No description available."
"69","ErrorAction","ActionPreference","0","No description available."
"69","WarningAction","ActionPreference","0","No description available."
"69","InformationAction","ActionPreference","0","No description available."
"69","ErrorVariable","String","0","No description available."
"69","WarningVariable","String","0","No description available."
"69","InformationVariable","String","0","No description available."
"69","OutVariable","String","0","No description available."
"69","OutBuffer","Int32","0","No description available."
"69","PipelineVariable","String","0","No description available."
"70","SessionState","SessionState","0","Defaults to $PSCmdlet.SessionState to get the caller's SessionState, so only required if you need to override this."
"70","DeploymentType","DeploymentType","0","Specifies the type of deployment: Install, Uninstall, or Repair."
"70","DeployMode","DeployMode","0","Specifies the deployment mode: Interactive, NonInteractive, or Silent."
"70","SuppressRebootPassThru","SwitchParameter","0","Suppresses reboot pass-through."
"70","TerminalServerMode","SwitchParameter","0","Enables Terminal Server mode."
"70","DisableLogging","SwitchParameter","0","Disables logging for the session."
"70","AppVendor","String","0","Specifies the application vendor."
"70","AppName","String","0","Specifies the application name."
"70","AppVersion","String","0","Specifies the application version."
"70","AppArch","String","0","Specifies the application architecture."
"70","AppLang","String","0","Specifies the application language."
"70","AppRevision","String","0","Specifies the application revision."
"70","AppScriptVersion","Version","0","Specifies the application script version."
"70","AppScriptDate","DateTime","0","Specifies the application script date."
"70","AppScriptAuthor","String","0","Specifies the application script author."
"70","InstallName","String","0","Specifies the install name."
"70","InstallTitle","String","0","Specifies the install title."
"70","DeployAppScriptFriendlyName","String","0","Specifies the friendly name of the deploy application script."
"70","DeployAppScriptVersion","Version","0","Specifies the version of the deploy application script."
"70","DeployAppScriptParameters","IReadOnlyDictionary`2","0","Specifies the parameters for the deploy application script."
"70","AppSuccessExitCodes","Int32[]","0","Specifies the application exit codes."
"70","AppRebootExitCodes","Int32[]","0","Specifies the application reboot codes."
"70","AppProcessesToClose","ProcessDefinition[]","0","Specifies one or more processes that require closing to ensure a successful deployment."
"70","RequireAdmin","SwitchParameter","0","Specifies that this deployment requires administrative permissions."
"70","ScriptDirectory","String[]","0","Specifies the base path for Files and SupportFiles."
"70","DirFiles","String","0","Specifies the override path to Files."
"70","DirSupportFiles","String","0","Specifies the override path to SupportFiles."
"70","DefaultMsiFile","String","0","Specifies the default MSI file."
"70","DefaultMstFile","String","0","Specifies the default MST file."
"70","DefaultMspFiles","String[]","0","Specifies the default MSP files."
"70","DisableDefaultMsiProcessList","SwitchParameter","0","Specifies that the zero-config MSI code should not gather process names from the MSI file."
"70","ForceMsiDetection","SwitchParameter","0","Specifies that MSI files should be detected and parsed during session initialization, irrespective of whether any App values are provided."
"70","ForceWimDetection","SwitchParameter","0","Specifies that WIM files should be detected and mounted during session initialization, irrespective of whether any App values are provided."
"70","NoSessionDetection","SwitchParameter","0","When DeployMode is not specified or is Auto, bypasses DeployMode adjustment when there's no logged on user session available."
"70","NoOobeDetection","SwitchParameter","0","When DeployMode is not specified or is Auto, bypasses DeployMode adjustment when the device hasn't completed the OOBE or a user ESP is active."
"70","NoProcessDetection","SwitchParameter","0","When DeployMode is not specified or is Auto, bypasses DeployMode adjustment when there's no processes to close in the specified AppProcessesToClose   list."
"70","PassThru","SwitchParameter","0","Passes the session object through the pipeline."
"70","LogName","String","0","Specifies an override for the default-generated log file name."
"70","SessionClass","Type","0","Specifies an override for PSADT.Module.DeploymentSession class. Use this if you're deriving a class inheriting off PSAppDeployToolkit's base."
"70","UnboundArguments","IReadOnlyList`1","0","Captures any additional arguments passed to the function."
"70","Verbose","SwitchParameter","0","No description available."
"70","Debug","SwitchParameter","0","No description available."
"70","ErrorAction","ActionPreference","0","No description available."
"70","WarningAction","ActionPreference","0","No description available."
"70","InformationAction","ActionPreference","0","No description available."
"70","ErrorVariable","String","0","No description available."
"70","WarningVariable","String","0","No description available."
"70","InformationVariable","String","0","No description available."
"70","OutVariable","String","0","No description available."
"70","OutBuffer","Int32","0","No description available."
"70","PipelineVariable","String","0","No description available."
"71","Command","String","1","The PowerShell command to be encoded."
"71","Verbose","SwitchParameter","0","No description available."
"71","Debug","SwitchParameter","0","No description available."
"71","ErrorAction","ActionPreference","0","No description available."
"71","WarningAction","ActionPreference","0","No description available."
"71","InformationAction","ActionPreference","0","No description available."
"71","ErrorVariable","String","0","No description available."
"71","WarningVariable","String","0","No description available."
"71","InformationVariable","String","0","No description available."
"71","OutVariable","String","0","No description available."
"71","OutBuffer","Int32","0","No description available."
"71","PipelineVariable","String","0","No description available."
"72","FilePath","String","1","Path to the DLL file."
"72","Verbose","SwitchParameter","0","No description available."
"72","Debug","SwitchParameter","0","No description available."
"72","ErrorAction","ActionPreference","0","No description available."
"72","WarningAction","ActionPreference","0","No description available."
"72","InformationAction","ActionPreference","0","No description available."
"72","ErrorVariable","String","0","No description available."
"72","WarningVariable","String","0","No description available."
"72","InformationVariable","String","0","No description available."
"72","OutVariable","String","0","No description available."
"72","OutBuffer","Int32","0","No description available."
"72","PipelineVariable","String","0","No description available."
"73","LiteralPath","String","0","The path to the software cache folder."
"73","Verbose","SwitchParameter","0","No description available."
"73","Debug","SwitchParameter","0","No description available."
"73","ErrorAction","ActionPreference","0","No description available."
"73","WarningAction","ActionPreference","0","No description available."
"73","InformationAction","ActionPreference","0","No description available."
"73","ErrorVariable","String","0","No description available."
"73","WarningVariable","String","0","No description available."
"73","InformationVariable","String","0","No description available."
"73","OutVariable","String","0","No description available."
"73","OutBuffer","Int32","0","No description available."
"73","PipelineVariable","String","0","No description available."
"74","ExtensionID","String","1","The ID of the extension to remove."
"74","Verbose","SwitchParameter","0","No description available."
"74","Debug","SwitchParameter","0","No description available."
"74","ErrorAction","ActionPreference","0","No description available."
"74","WarningAction","ActionPreference","0","No description available."
"74","InformationAction","ActionPreference","0","No description available."
"74","ErrorVariable","String","0","No description available."
"74","WarningVariable","String","0","No description available."
"74","InformationVariable","String","0","No description available."
"74","OutVariable","String","0","No description available."
"74","OutBuffer","Int32","0","No description available."
"74","PipelineVariable","String","0","No description available."
"75","Variable","String","1","The variable to remove."
"75","Target","EnvironmentVariableTarget","0","The target of the variable to remove. This can be the machine, user, or process."
"75","Verbose","SwitchParameter","0","No description available."
"75","Debug","SwitchParameter","0","No description available."
"75","ErrorAction","ActionPreference","0","No description available."
"75","WarningAction","ActionPreference","0","No description available."
"75","InformationAction","ActionPreference","0","No description available."
"75","ErrorVariable","String","0","No description available."
"75","WarningVariable","String","0","No description available."
"75","InformationVariable","String","0","No description available."
"75","OutVariable","String","0","No description available."
"75","OutBuffer","Int32","0","No description available."
"75","PipelineVariable","String","0","No description available."
"76","Path","String[]","1","Specifies the file on the filesystem to be removed. The value of Path will accept wildcards. Will accept an array of values."
"76","LiteralPath","String[]","1","Specifies the file on the filesystem to be removed. The value of LiteralPath is used exactly as it is typed; no characters are interpreted as   wildcards. Will accept an array of values."
"76","Recurse","SwitchParameter","0","Deletes the files in the specified location(s) and in all child items of the location(s)."
"76","Verbose","SwitchParameter","0","No description available."
"76","Debug","SwitchParameter","0","No description available."
"76","ErrorAction","ActionPreference","0","No description available."
"76","WarningAction","ActionPreference","0","No description available."
"76","InformationAction","ActionPreference","0","No description available."
"76","ErrorVariable","String","0","No description available."
"76","WarningVariable","String","0","No description available."
"76","InformationVariable","String","0","No description available."
"76","OutVariable","String","0","No description available."
"76","OutBuffer","Int32","0","No description available."
"76","PipelineVariable","String","0","No description available."
"77","Path","String[]","1","Specifies the path to append to the root of the user profile to be resolved. The value of Path will accept wildcards. Will accept an array of values."
"77","LiteralPath","String[]","1","Specifies the path to append to the root of the user profile to be resolved. The value of LiteralPath is used exactly as it is typed; no characters are   interpreted as wildcards. Will accept an array of values."
"77","Recurse","SwitchParameter","0","Deletes the files in the specified location(s) and in all child items of the location(s)."
"77","ExcludeNTAccount","String[]","0","Specify NT account names in Domain\Username format to exclude from the list of user profiles."
"77","ExcludeDefaultUser","SwitchParameter","0","Exclude the Default User."
"77","IncludeSystemProfiles","SwitchParameter","0","Include system profiles: SYSTEM, LOCAL SERVICE, NETWORK SERVICE."
"77","IncludeServiceProfiles","SwitchParameter","0","Include service profiles where NTAccount begins with NT SERVICE."
"77","Verbose","SwitchParameter","0","No description available."
"77","Debug","SwitchParameter","0","No description available."
"77","ErrorAction","ActionPreference","0","No description available."
"77","WarningAction","ActionPreference","0","No description available."
"77","InformationAction","ActionPreference","0","No description available."
"77","ErrorVariable","String","0","No description available."
"77","WarningVariable","String","0","No description available."
"77","InformationVariable","String","0","No description available."
"77","OutVariable","String","0","No description available."
"77","OutBuffer","Int32","0","No description available."
"77","PipelineVariable","String","0","No description available."
"78","Path","String[]","1","A path to the folder to remove. Can contain wildcards."
"78","LiteralPath","String[]","1","A literal path to the folder to remove."
"78","InputObject","DirectoryInfo","1","A DirectoryInfo object to remove. Available for pipelining."
"78","DisableRecursion","SwitchParameter","0","Disables recursion while deleting."
"78","Verbose","SwitchParameter","0","No description available."
"78","Debug","SwitchParameter","0","No description available."
"78","ErrorAction","ActionPreference","0","No description available."
"78","WarningAction","ActionPreference","0","No description available."
